finding,entity,detail,classification,evidence_based_rationale,remediation,observed_at
unused_index,public.leads,Index \`idx_leads_assigned_created\` on table \`public.leads\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.lead_events,Index \`idx_lead_events_lead_created\` on table \`public.lead_events\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.lead_assets,Index \`idx_lead_assets_lead_created\` on table \`public.lead_assets\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.lead_tasks,Index \`idx_lead_tasks_lead_created\` on table \`public.lead_tasks\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.lead_tasks,Index \`idx_lead_tasks_due\` on table \`public.lead_tasks\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.site_build_requests,Index \`idx_site_build_requests_user_created\` on table \`public.site_build_requests\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.users,Index \`ix_users_email\` on table \`public.users\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.organisation_members,Index \`ix_organisation_members_user_id\` on table \`public.organisation_members\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.organisation_invitations,Index \`ix_organisation_invitations_org_email\` on table \`public.organisation_invitations\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.customers,Index \`ix_customers_org_status\` on table \`public.customers\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.customers,Index \`ix_customers_org_name\` on table \`public.customers\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.orders,Index \`ix_orders_org_status\` on table \`public.orders\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.order_items,Index \`ix_order_items_org_order\` on table \`public.order_items\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.import_jobs,Index \`ix_import_jobs_org_created\` on table \`public.import_jobs\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.stored_files,Index \`ix_stored_files_org_created\` on table \`public.stored_files\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.audit_events,Index \`ix_audit_events_org_created\` on table \`public.audit_events\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.audit_events,Index \`ix_audit_events_correlation\` on table \`public.audit_events\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.crm_leads,Index \`ix_crm_leads_org_status\` on table \`public.crm_leads\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.crm_opportunities,Index \`ix_crm_opportunities_org_stage\` on table \`public.crm_opportunities\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.crm_opportunities,Index \`ix_crm_opportunities_org_close\` on table \`public.crm_opportunities\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.crm_activities,Index \`ix_crm_activities_entity\` on table \`public.crm_activities\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.crm_activities,Index \`ix_crm_activities_assignee_due\` on table \`public.crm_activities\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.crm_notes,Index \`ix_crm_notes_entity\` on table \`public.crm_notes\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.crm_entity_tags,Index \`ix_crm_entity_tags_entity\` on table \`public.crm_entity_tags\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.crm_saved_views,Index \`ix_crm_saved_views_shared\` on table \`public.crm_saved_views\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.stripe_webhook_events,Index \`ix_stripe_webhook_events_org_received\` on table \`public.stripe_webhook_events\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_events,Index \`ix_revenue_events_org_lead_time\` on table \`public.revenue_events\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_events,Index \`ix_revenue_events_org_customer_time\` on table \`public.revenue_events\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_events,Index \`ix_revenue_events_correlation\` on table \`public.revenue_events\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_signals,Index \`ix_revenue_signals_org_type_time\` on table \`public.revenue_signals\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_signals,Index \`ix_revenue_signals_org_lead_time\` on table \`public.revenue_signals\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_opportunities,Index \`ix_revenue_opportunities_ranked\` on table \`public.revenue_opportunities\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_opportunities,Index \`ix_revenue_opportunities_entity\` on table \`public.revenue_opportunities\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_opportunities,Index \`ix_revenue_opportunities_owner\` on table \`public.revenue_opportunities\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_decisions,Index \`ix_revenue_decisions_opportunity\` on table \`public.revenue_decisions\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.crm_leads,Index \`ix_crm_leads_owner\` on table \`public.crm_leads\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.crm_leads,Index \`ix_crm_leads_converted_customer\` on table \`public.crm_leads\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.crm_opportunities,Index \`ix_crm_opportunities_owner\` on table \`public.crm_opportunities\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.crm_opportunities,Index \`ix_crm_opportunities_customer\` on table \`public.crm_opportunities\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.crm_opportunities,Index \`ix_crm_opportunities_lead\` on table \`public.crm_opportunities\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.crm_notes,Index \`ix_crm_notes_author\` on table \`public.crm_notes\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_workflows,Index \`ix_revenue_workflows_trigger\` on table \`public.revenue_workflows\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_actions,Index \`ix_revenue_actions_opportunity\` on table \`public.revenue_actions\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.deal_health_snapshots,Index \`ix_deal_health_opportunity\` on table \`public.deal_health_snapshots\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.commercial_offers,Index \`ix_commercial_offers_target\` on table \`public.commercial_offers\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.action_outcomes,Index \`ix_action_outcomes_action\` on table \`public.action_outcomes\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_metrics,Index \`ix_revenue_metrics_name_period\` on table \`public.revenue_metrics\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.commercial_offers,Index \`ix_commercial_offers_approver\` on table \`public.commercial_offers\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.commercial_offers,Index \`ix_commercial_offers_customer\` on table \`public.commercial_offers\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.commercial_offers,Index \`ix_commercial_offers_lead\` on table \`public.commercial_offers\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_actions,Index \`ix_revenue_actions_approver\` on table \`public.revenue_actions\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_actions,Index \`ix_revenue_actions_execution\` on table \`public.revenue_actions\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_decisions,Index \`ix_revenue_decisions_approver\` on table \`public.revenue_decisions\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_events,Index \`ix_revenue_events_opportunity\` on table \`public.revenue_events\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_events,Index \`ix_revenue_events_user\` on table \`public.revenue_events\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_opportunities,Index \`ix_revenue_opportunities_signal\` on table \`public.revenue_opportunities\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_signals,Index \`ix_revenue_signals_customer\` on table \`public.revenue_signals\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_signals,Index \`ix_revenue_signals_opportunity\` on table \`public.revenue_signals\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_signals,Index \`ix_revenue_signals_source_event\` on table \`public.revenue_signals\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_workflow_executions,Index \`ix_revenue_workflow_executions_event\` on table \`public.revenue_workflow_executions\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_workflow_executions,Index \`ix_revenue_workflow_executions_opportunity\` on table \`public.revenue_workflow_executions\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_workflow_executions,Index \`ix_revenue_workflow_executions_workflow\` on table \`public.revenue_workflow_executions\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
unused_index,public.revenue_workflows,Index \`ix_revenue_workflows_creator\` on table \`public.revenue_workflows\` has not been used,INTENTIONALLY IGNORE,Retain for now: current tables are tiny/low-write and the observation window is not sufficient proof that the index is obsolete. Dropping it would risk future read regressions for negligible current write savings.,https://supabase.com/docs/guides/database/database-linter?lint=0005_unused_index,2026-09-02T01:23:32.203Z
auth_db_connections_absolute,,Your project's Auth server is configured to use at most 10 connections. Increasing the instance size without manually adjusting this number will not improve the performance of the Auth server. Switch to a percentage based connection allocation strategy instead.,DEFER UNTIL SCALE,Auth is capped at 10 connections while observed database usage is well below the 60-connection limit. Convert to percentage when compute size or sustained Auth demand changes.,https://supabase.com/docs/guides/deployment/going-into-prod,
